id,b_m,malignant,x_sym,y_sym,compact,ap_ratio,rms,coeff_1,coeff_2,coeff_3,mom1_1,mom2_1,mom3_1,mom4_1,mom1_2,mom2_2,mom3_2,mom4_2,mom1_3,mom2_3,mom3_3,mom4_3,pi_sym,pi_bor,pi_col
ISIC_4554381,benign,0,0.2956,0.2183,0.6648,20.5604,28.96,0.181,0.181,0.182,159.464,28.798,112.712,67.275,159.584,28.913,113.86,69.132,159.607,29.004,114.31,68.242,-0.51127,-0.264196,0.759784
ISIC_4554863,benign,0,0.2001,0.1374,0.7062,17.1205,38.863,0.241,0.241,0.241,161.217,38.817,130.711,45.146,161.251,38.836,130.445,48.169,161.26,38.859,129.729,45.946,-0.853714,0.977124,0.177664
ISIC_4559115,benign,0,0.1512,0.1077,0.7823,40.1875,16.624,0.11,0.11,0.109,152.182,16.757,120.177,56.71,152.113,16.662,124.146,56.303,152.007,16.584,120.682,55.4,-0.636611,-0.780293,-1.029644
ISIC_4563766,benign,0,0.0822,0.0877,0.7742,55.3174,57.069,0.34,0.34,0.34,167.736,56.982,100.625,22.227,167.901,57.164,99.507,21.661,167.92,57.138,103.027,20.928,-0.958057,-0.950333,0.020834
ISIC_4564163,benign,0,0.1701,0.2445,0.7116,25.649,42.347,0.267,0.264,0.262,160.044,42.759,97.273,67.874,160.342,42.364,97.158,68.768,160.979,42.132,96.121,66.793,-0.263861,-0.416215,0.395637
ISIC_4564960,benign,0,0.1869,0.2217,0.7053,19.4478,21.343,0.145,0.146,0.147,145.547,21.087,116.624,80.06,145.377,21.251,113.314,75.917,145.234,21.386,114.256,76.606,1.070156,0.640715,0.877197
ISIC_4566439,benign,0,0.1937,0.1548,0.716,35.3505,22.286,0.153,0.152,0.152,145.674,22.291,138.663,79.788,145.709,22.097,139.154,81.744,145.57,22.168,140.679,84.051,-0.158741,-0.306542,-0.316604
ISIC_4568084,benign,0,0.1304,0.1338,0.6691,34.0775,21.838,0.143,0.142,0.14,155.415,22.234,125.162,62.257,155.354,22.094,123.026,65.372,155.216,21.659,126.576,72.47,-0.945516,-0.914292,-0.921912
ISIC_4568425,malignant,1,1.4685,0.4429,0.1076,2.5065,23.858,0.181,0.18,0.179,132.171,23.931,143.076,59.3,132.346,23.867,139.961,57.312,132.585,23.762,145.776,55.208,0.501504,0.451252,0.571314
ISIC_4569077,benign,0,0.1111,0.1013,0.6995,37.1933,19.486,0.132,0.131,0.13,149.978,19.811,109.378,69.495,149.904,19.685,110.84,68.873,149.832,19.465,115.1,71.0,-1.166585,-0.370604,-0.223852
ISIC_4570724,benign,0,0.1821,0.1776,0.7358,25.885,40.436,0.239,0.236,0.235,170.281,40.681,127.956,74.337,170.66,40.352,133.261,71.463,171.497,40.342,132.662,58.537,-0.637889,0.031375,0.057438
ISIC_4573624,benign,0,0.2779,0.3104,0.6275,18.8266,34.08,0.214,0.214,0.215,158.648,33.901,108.402,51.421,158.71,33.989,108.461,49.042,158.816,34.114,105.463,47.588,-0.340565,-0.90211,-0.860171
ISIC_4574865,benign,0,0.1822,0.2095,0.6873,19.1964,29.216,0.182,0.182,0.182,160.789,29.184,123.46,62.999,160.873,29.247,125.34,63.07,160.936,29.222,126.808,62.346,0.238522,-0.471636,-0.246423
ISIC_4579262,benign,0,0.1256,0.0886,0.7559,25.6466,18.027,0.113,0.112,0.112,160.646,18.093,109.271,48.907,160.541,17.998,109.514,49.122,160.517,17.992,111.849,48.492,-0.959483,-0.718889,-0.635764
ISIC_4580926,benign,0,0.2296,0.1292,0.7822,15.0559,30.491,0.186,0.187,0.188,162.283,30.253,129.347,71.827,162.401,30.387,130.397,72.669,162.499,30.57,127.959,69.273,-0.925407,-1.357988,-0.714754
ISIC_4582670,benign,0,0.2294,0.2485,0.518,37.8748,23.495,0.147,0.146,0.145,161.515,23.697,136.617,67.919,161.484,23.593,139.604,69.847,161.445,23.453,136.766,67.88,-0.32523,0.074915,-0.083843
ISIC_4587506,benign,0,0.143,0.1257,0.7491,22.346,31.929,0.202,0.203,0.203,157.779,31.877,116.72,38.493,157.875,32.076,117.938,39.618,157.921,32.02,121.705,39.122,-0.366618,-0.305332,-1.085904
ISIC_4589609,benign,0,0.3117,0.281,0.5677,36.2545,19.132,0.128,0.128,0.129,148.333,18.948,137.122,66.525,148.381,19.052,135.79,64.652,148.449,19.182,136.648,61.38,-0.519285,0.41693,0.108286
ISIC_4590810,benign,0,0.2943,0.4505,0.6138,3.8121,26.817,0.172,0.172,0.172,155.956,26.786,132.367,76.153,156.033,26.814,131.737,77.185,156.11,26.813,129.511,79.074,-0.896569,-0.361918,-0.593712
ISIC_4591316,benign,0,0.1698,0.2601,0.6627,20.6126,30.05,0.189,0.189,0.19,158.357,29.851,137.437,61.006,158.495,29.988,140.656,64.002,158.626,30.12,142.68,62.74,-1.027162,-1.382916,-0.17733
ISIC_4595741,benign,0,0.2017,0.2507,0.6311,42.5133,30.881,0.197,0.197,0.197,156.488,30.854,112.254,60.944,156.449,30.768,110.025,57.326,156.382,30.758,106.535,54.641,-0.035988,0.680875,0.119492
ISIC_4596803,benign,0,0.1283,0.0843,0.6088,39.8319,27.568,0.175,0.173,0.172,159.699,27.898,106.27,43.26,159.52,27.639,107.727,42.272,159.421,27.421,108.859,44.597,-0.915606,0.15166,0.158179
ISIC_4597707,benign,0,0.2889,0.2631,0.6419,12.672,41.199,0.254,0.254,0.254,161.85,41.103,123.854,66.687,161.917,41.139,122.343,64.007,161.958,41.217,124.081,65.468,0.283165,-0.177455,-0.591461
ISIC_4601527,benign,0,0.246,0.2099,0.635,19.446,23.138,0.152,0.152,0.153,151.631,23.033,105.545,44.893,151.742,23.064,105.35,45.632,151.918,23.174,101.749,44.747,0.165987,-0.626322,-0.02436
ISIC_4602691,benign,0,0.2309,0.2798,0.7906,9.9182,36.623,0.226,0.226,0.226,161.743,36.496,139.854,65.395,161.844,36.596,138.794,64.028,161.913,36.665,137.26,69.373,-1.471175,-0.472378,-0.804809
ISIC_4603706,benign,0,0.217,0.3621,0.6337,20.7748,33.071,0.212,0.212,0.213,155.648,32.936,117.193,49.476,155.579,32.907,115.033,53.758,155.641,33.111,116.844,57.188,0.860076,-0.953617,-0.054572
ISIC_4604654,benign,0,0.3454,0.1643,0.6921,15.3283,20.469,0.139,0.138,0.137,149.501,20.789,93.564,63.035,149.333,20.571,94.874,64.536,149.191,20.382,92.002,63.036,0.065999,0.306726,-0.724664
ISIC_4606646,benign,0,0.185,0.2592,0.7336,14.6181,30.576,0.192,0.193,0.193,158.324,30.465,123.553,51.814,158.345,30.512,120.388,53.965,158.36,30.595,117.407,49.119,-0.048917,-0.272067,0.197997
ISIC_4607215,benign,0,0.0825,0.1321,0.7435,46.1789,35.958,0.223,0.223,0.224,160.799,35.816,117.601,68.041,160.885,35.91,117.356,65.739,160.937,36.009,118.438,69.127,-0.843528,-0.641074,0.013404
ISIC_4610600,benign,0,0.1196,0.1189,0.7829,32.2794,16.479,0.109,0.108,0.107,153.767,16.7,144.16,77.971,153.706,16.591,143.72,83.469,153.576,16.437,147.827,86.112,0.131655,-0.437325,0.03072
ISIC_4613437,benign,0,0.1901,0.1338,0.7205,23.2211,30.063,0.186,0.186,0.186,161.589,30.02,120.179,73.12,161.755,30.149,120.447,74.92,161.822,30.077,121.969,69.117,-0.468272,-0.543311,0.54205
ISIC_4614129,benign,0,0.185,0.1664,0.6441,23.9457,28.212,0.184,0.183,0.183,152.945,28.133,116.477,54.085,153.34,27.999,117.151,52.047,153.577,28.109,117.717,54.163,-0.359896,-0.82973,0.299398
ISIC_4614604,benign,0,0.1816,0.1727,0.7065,19.8573,30.479,0.189,0.189,0.191,159.701,30.106,138.435,53.562,159.809,30.24,140.586,55.939,159.916,30.504,143.583,56.223,0.295116,0.032842,-0.439143
ISIC_4619789,malignant,1,0.4128,0.3389,0.3483,18.7559,22.458,0.164,0.163,0.162,137.677,22.588,126.181,61.225,137.794,22.455,124.493,60.204,138.048,22.431,128.236,59.132,0.013127,0.503312,-0.646155
ISIC_4619903,malignant,1,0.3897,0.3463,0.5731,43.8215,18.824,0.121,0.122,0.123,152.959,18.509,119.18,64.152,152.956,18.64,119.721,62.29,153.24,18.86,117.616,64.056,0.309182,-0.108367,0.50391
ISIC_4620053,benign,0,0.0991,0.0908,0.7294,23.4736,14.813,0.102,0.101,0.1,146.82,15.021,129.082,76.404,146.988,14.865,128.645,82.167,147.161,14.763,131.359,78.013,0.086238,-0.780756,-0.124649
ISIC_4620425,benign,0,0.162,0.1257,0.714,19.1528,32.975,0.205,0.205,0.206,159.992,32.761,129.914,72.749,160.089,32.894,129.716,71.991,160.257,33.036,125.866,75.03,-0.169427,0.168926,0.033995
ISIC_4623351,benign,0,0.094,0.1572,0.7922,40.7471,21.384,0.139,0.138,0.138,154.686,21.452,111.786,63.742,154.65,21.395,110.551,61.741,154.678,21.357,110.895,66.623,-0.592561,-0.568313,-0.078672
ISIC_4624973,benign,0,0.2811,0.2408,0.6007,31.123,31.332,0.207,0.207,0.208,150.939,31.292,111.474,52.953,150.897,31.242,110.544,52.22,150.825,31.297,108.721,51.265,0.515451,-0.178259,0.536037
ISIC_4629662,benign,0,0.1612,0.1862,0.7725,10.1699,25.769,0.195,0.193,0.191,133.882,26.1,127.436,64.574,134.092,25.929,129.428,69.204,134.426,25.717,128.885,70.895,0.055981,-0.659014,-0.367786
ISIC_4631711,benign,0,0.0752,0.1713,0.7755,24.547,32.017,0.199,0.199,0.2,160.073,31.798,141.599,70.988,160.188,31.934,140.221,71.309,160.285,32.049,138.419,72.906,-0.846342,-0.438477,-0.809754
ISIC_4632020,benign,0,0.1764,0.2467,0.5561,42.2655,14.025,0.095,0.094,0.093,149.626,14.156,131.262,65.916,149.549,14.037,130.794,63.852,149.561,13.947,131.505,63.74,0.984514,-0.156139,0.360395
ISIC_4634128,benign,0,0.2118,0.1205,0.7616,20.1355,27.683,0.173,0.174,0.174,158.926,27.526,119.544,67.032,159.031,27.623,120.732,67.908,159.157,27.737,118.234,65.23,0.189569,-0.32608,-0.571095
ISIC_4640181,malignant,1,0.0785,0.1285,0.7722,18.3269,24.489,0.179,0.179,0.178,136.601,24.519,121.178,48.623,136.791,24.453,122.657,49.549,137.102,24.414,122.849,48.102,0.21632,0.181519,-0.77366
ISIC_4640293,benign,0,0.1784,0.2978,0.5986,24.039,16.311,0.106,0.109,0.109,150.149,15.876,125.238,67.923,150.479,16.331,130.722,66.097,150.564,16.484,131.055,62.655,-0.248578,-0.276386,-0.047919
ISIC_4641968,benign,0,0.1958,0.0997,0.7427,25.4146,29.663,0.185,0.186,0.186,159.71,29.557,119.468,78.633,159.78,29.644,117.564,77.612,159.849,29.692,118.378,78.863,-0.611746,0.216119,0.152123
ISIC_4642190,benign,0,0.1884,0.1145,0.7926,13.1073,27.895,0.181,0.182,0.183,152.037,27.572,117.8,42.308,152.042,27.612,117.473,42.614,152.22,27.916,117.796,40.781,0.280666,0.01344,-0.439745
ISIC_4642695,benign,0,0.0878,0.1042,0.7052,82.909,18.652,0.133,0.132,0.131,141.81,18.906,115.626,53.329,141.736,18.735,115.685,52.883,141.676,18.567,114.773,56.294,-0.282977,0.004367,-0.581183
ISIC_4643298,benign,0,0.0952,0.1156,0.6574,45.2614,22.998,0.151,0.151,0.15,152.82,23.118,108.92,61.201,152.775,23.048,108.975,60.394,152.75,22.963,112.345,61.665,-0.978484,0.000379,-0.152625
ISIC_4644299,benign,0,0.2321,0.2159,0.3661,43.3419,14.164,0.089,0.09,0.089,158.808,14.157,88.327,53.442,158.865,14.226,86.961,53.286,158.932,14.212,89.574,56.649,-0.361798,-0.700021,-0.276305
ISIC_4645995,benign,0,0.1326,0.1237,0.6458,17.0668,23.669,0.154,0.153,0.153,154.647,23.8,122.185,76.419,154.559,23.707,124.197,75.148,154.52,23.619,128.53,77.423,0.341905,-0.206884,-0.925835
ISIC_4646228,benign,0,0.0919,0.1282,0.8064,15.9428,38.154,0.288,0.287,0.287,132.444,38.149,108.852,59.757,132.589,38.109,110.844,60.962,132.74,38.159,107.596,58.788,-0.171058,-0.08688,-0.596467
ISIC_4646815,benign,0,0.1933,0.1456,0.613,48.7965,8.884,0.059,0.06,0.06,147.884,8.748,121.211,63.944,147.852,8.81,119.962,65.316,147.831,8.882,120.087,70.079,0.209359,-0.56384,-0.152485
ISIC_4648593,benign,0,0.1518,0.116,0.769,25.3882,27.033,0.169,0.168,0.168,160.684,27.166,121.036,51.393,160.606,27.049,123.425,51.648,160.577,27.007,123.497,50.884,0.063723,-0.344334,-0.379125
ISIC_4649440,malignant,1,0.0829,0.1223,0.8068,34.6282,20.653,0.138,0.137,0.137,150.596,20.744,120.132,60.115,150.507,20.605,117.024,62.256,150.407,20.57,119.752,60.917,-0.837852,0.268913,0.045769
ISIC_4652186,benign,0,0.1789,0.1842,0.7447,9.2377,37.818,0.231,0.231,0.231,163.445,37.793,135.485,69.613,163.467,37.801,133.598,69.702,163.561,37.823,131.863,69.572,-1.124314,-0.546816,0.497311
ISIC_4653167,benign,0,0.2491,0.231,0.6079,65.2264,17.95,0.13,0.128,0.126,141.06,18.329,115.62,70.302,140.99,18.105,115.856,68.442,140.94,17.812,117.896,69.236,0.421957,0.204715,0.189523
ISIC_4653503,malignant,1,0.0798,0.0918,0.5328,59.769,23.803,0.168,0.167,0.167,142.077,23.894,114.253,56.062,142.512,23.82,117.324,57.314,142.814,23.79,119.305,57.031,0.517472,-0.164934,-0.142057
ISIC_4654443,benign,0,0.1936,0.1375,0.7595,23.8933,34.838,0.215,0.216,0.216,161.304,34.727,144.611,67.251,161.354,34.773,148.103,72.057,161.392,34.845,147.695,70.415,-0.359441,-0.895291,-1.303476
ISIC_4654965,benign,0,0.1317,0.1653,0.67,24.7526,13.241,0.09,0.09,0.09,147.167,13.303,128.811,66.23,147.097,13.251,129.91,65.87,147.102,13.184,130.84,66.371,0.977715,0.202523,-0.482541
ISIC_4658487,benign,0,0.1955,0.3735,0.554,24.3456,40.071,0.245,0.245,0.245,163.204,39.993,119.584,56.187,163.235,40.022,119.124,57.051,163.311,40.073,123.844,56.738,0.026618,0.242233,-0.166987
ISIC_4659355,benign,0,0.6077,0.3971,0.3516,15.2679,37.902,0.231,0.232,0.233,162.986,37.73,106.151,47.076,163.033,37.797,105.623,46.817,163.087,37.931,102.91,47.837,1.279993,0.222636,-0.592752
ISIC_4663883,benign,0,0.1472,0.1406,0.7729,29.7069,12.689,0.089,0.089,0.088,143.258,12.818,134.619,69.55,143.334,12.744,137.329,65.015,143.238,12.617,136.317,65.107,-0.641347,0.675018,-0.614165
ISIC_4666619,benign,0,0.1872,0.1736,0.6608,23.3964,21.532,0.143,0.144,0.142,150.942,21.639,113.49,62.593,151.134,21.792,110.277,65.74,151.298,21.538,112.36,62.037,-0.750479,-0.24666,0.387271
ISIC_4672131,benign,0,0.288,0.1621,0.6418,40.5212,19.423,0.122,0.122,0.121,160.388,19.644,100.99,53.164,160.295,19.536,103.657,55.516,160.199,19.358,99.322,53.657,-0.106296,0.006628,0.268895
ISIC_4673648,benign,0,0.1031,0.1208,0.6868,46.8476,17.477,0.113,0.113,0.114,153.792,17.424,120.577,67.346,153.76,17.441,117.271,66.755,153.713,17.466,116.307,70.321,0.373496,-0.811905,0.54051
ISIC_4678416,benign,0,0.2836,0.2828,0.6768,16.7345,27.505,0.172,0.173,0.173,158.947,27.405,127.771,65.238,159.036,27.511,129.479,66.153,159.137,27.537,125.846,63.062,-0.138235,-0.764793,-0.08134
ISIC_4679971,benign,0,0.151,0.0883,0.7909,17.1256,28.942,0.181,0.181,0.18,160.361,28.986,137.185,57.203,160.381,28.956,138.229,58.925,160.455,28.917,134.363,60.287,-0.887013,-0.87257,-0.50242
ISIC_4680417,benign,0,0.2055,0.2527,0.5207,31.2584,53.897,0.321,0.322,0.323,167.02,53.696,115.554,35.311,167.154,53.895,115.03,35.293,167.133,54.0,116.294,38.093,-0.508893,-0.414033,0.602633
ISIC_4684860,benign,0,0.1337,0.2013,0.512,28.7573,35.354,0.218,0.219,0.219,161.315,35.176,116.504,52.505,161.372,35.261,115.907,52.257,161.493,35.401,116.975,50.11,-0.778267,-0.190627,-0.168574
ISIC_4686317,benign,0,0.1167,0.121,0.6598,46.3914,18.17,0.124,0.123,0.123,148.054,18.337,121.205,75.429,148.007,18.233,123.333,72.499,148.005,18.184,121.036,69.803,0.121763,-0.293666,-0.580112
ISIC_4691689,malignant,1,0.289,0.1309,0.6302,28.3914,32.405,0.233,0.233,0.233,138.915,32.369,114.258,58.896,139.262,32.495,114.644,55.311,139.47,32.449,116.549,59.169,0.432458,-0.225559,-0.725936
ISIC_4691943,benign,0,0.2995,0.2479,0.5908,26.1474,26.538,0.202,0.2,0.199,132.008,26.721,117.734,55.101,132.306,26.478,118.307,54.085,132.608,26.429,119.81,55.155,0.918633,-0.419951,-0.096498
ISIC_4692454,benign,0,0.1697,0.1179,0.7827,13.8315,27.152,0.172,0.173,0.173,156.521,26.98,124.682,57.676,156.553,27.036,125.813,56.738,156.566,27.15,125.039,57.784,-1.141167,-0.728191,-0.657634
ISIC_4692567,benign,0,0.1031,0.1747,0.7603,25.91,20.221,0.127,0.13,0.13,155.911,19.833,124.632,69.205,156.4,20.257,125.826,63.577,156.658,20.399,130.439,69.104,-0.534181,-0.27806,-0.634287
ISIC_4695051,benign,0,0.1711,0.1636,0.654,35.196,27.332,0.176,0.177,0.178,154.048,27.079,113.539,36.857,154.219,27.259,111.14,37.994,154.273,27.396,111.458,39.26,-1.317067,-0.627053,-0.703975
ISIC_4695396,benign,0,0.1019,0.1058,0.7873,30.8308,36.738,0.227,0.227,0.227,161.558,36.64,104.933,75.11,161.611,36.711,106.461,76.414,161.684,36.764,107.558,73.32,-0.437494,-0.392932,-0.894089
ISIC_4697037,benign,0,0.2081,0.1193,0.5887,24.2511,31.635,0.198,0.199,0.199,158.993,31.534,114.062,44.6,159.018,31.595,114.605,46.865,159.077,31.678,114.441,44.751,-0.257772,0.240532,-0.99169
ISIC_4699066,benign,0,0.192,0.1798,0.6556,36.8202,19.828,0.129,0.129,0.129,153.766,19.896,120.796,57.621,153.757,19.889,119.466,57.031,153.748,19.803,118.712,57.485,-0.307699,-0.770708,0.536017
ISIC_4699989,benign,0,0.1367,0.1431,0.7283,23.0823,20.53,0.134,0.134,0.135,151.527,20.298,99.919,49.047,151.594,20.37,103.87,52.152,151.73,20.529,103.21,52.918,-0.911681,-0.840221,-0.077267
ISIC_4701063,benign,0,0.1161,0.1228,0.6954,24.7985,26.121,0.171,0.169,0.172,151.551,25.906,106.993,45.064,151.332,25.587,107.974,44.18,151.505,26.113,115.364,44.541,-0.563059,-0.373622,-0.118151
ISIC_4701900,benign,0,0.1648,0.1601,0.7263,54.8743,14.292,0.095,0.095,0.094,152.096,14.43,153.764,87.171,152.057,14.374,151.35,83.678,151.979,14.278,155.522,88.732,0.838102,0.350433,0.101702
ISIC_4702522,benign,0,0.1285,0.2354,0.5369,46.0898,17.482,0.11,0.112,0.112,156.529,17.175,122.562,73.997,157.109,17.628,124.852,71.837,157.293,17.636,127.221,66.525,0.417244,0.210501,0.217776
ISIC_4705662,benign,0,0.1664,0.1078,0.7629,19.729,25.495,0.168,0.16,0.158,157.303,26.375,131.817,57.23,157.768,25.266,132.097,55.84,158.116,24.995,131.121,56.391,-0.21,-0.881685,-0.445537
ISIC_4707475,benign,0,0.1072,0.1017,0.7297,24.1261,6.896,0.048,0.047,0.047,145.446,6.971,112.548,44.844,145.437,6.905,113.956,46.033,145.413,6.845,112.339,45.018,-0.782515,-1.911609,-0.023719
ISIC_4708642,benign,0,0.181,0.1401,0.7342,17.8281,34.992,0.217,0.217,0.218,160.82,34.864,139.859,60.498,160.89,34.938,140.415,63.494,161.024,35.039,145.928,61.119,-0.424956,-0.837023,0.732558
ISIC_4713698,benign,0,0.1401,0.1258,0.7383,36.9109,9.415,0.064,0.064,0.063,147.865,9.506,142.37,83.797,147.798,9.462,139.163,84.167,147.742,9.371,139.443,87.514,-1.508863,-0.949664,0.466469
ISIC_4715386,benign,0,0.1962,0.4613,0.5409,26.6143,33.167,0.206,0.206,0.206,160.75,33.087,123.674,53.473,160.788,33.136,121.985,54.577,160.738,33.158,123.885,57.547,-0.471048,0.087413,-0.537277
ISIC_4718237,benign,0,0.0806,0.1896,0.7097,26.6977,15.436,0.112,0.111,0.109,139.223,15.588,127.813,68.494,139.29,15.454,128.081,70.227,139.559,15.182,124.904,65.214,-1.061607,-0.403345,-1.116568
ISIC_4718313,benign,0,0.075,0.0741,0.81,23.4128,36.244,0.224,0.224,0.224,161.725,36.167,102.81,63.96,161.755,36.201,101.89,65.346,161.798,36.232,99.834,61.55,-1.170513,0.309368,-1.061314
ISIC_4720306,benign,0,0.1306,0.1315,0.7525,16.1112,23.088,0.148,0.148,0.148,155.704,22.995,131.207,61.259,155.747,23.031,131.086,61.014,155.915,23.126,125.406,55.344,0.604527,-0.219957,-1.093193
ISIC_4721599,benign,0,0.3937,0.3235,0.3265,24.3759,35.997,0.218,0.218,0.226,162.935,35.442,133.397,72.168,162.812,35.481,130.155,73.203,162.232,36.643,130.201,75.945,-0.153524,-0.684245,-1.017449
ISIC_4723378,benign,0,0.1329,0.0996,0.7144,43.3887,35.329,0.22,0.22,0.223,158.672,34.975,119.163,60.38,158.632,34.966,116.645,59.175,158.846,35.355,115.432,57.952,-0.705429,-0.581367,0.15288
ISIC_4724660,benign,0,0.1984,0.2912,0.689,13.5333,37.56,0.232,0.236,0.239,158.021,36.719,111.37,54.427,158.391,37.393,110.531,52.564,158.589,37.89,112.066,56.513,-0.419915,-1.561157,-0.626121
ISIC_4728167,benign,0,0.1107,0.1266,0.7371,22.4721,33.665,0.208,0.208,0.209,161.185,33.532,140.19,66.263,161.171,33.572,139.456,65.329,161.259,33.689,134.401,62.79,-0.250389,-0.619168,-0.603239
ISIC_4728200,benign,0,0.0828,0.0831,0.7385,35.4271,37.822,0.241,0.241,0.242,156.505,37.704,134.231,54.428,156.547,37.72,135.612,53.874,156.624,37.832,138.329,49.773,-0.521412,-0.847437,-0.790538
ISIC_4728589,benign,0,0.1301,0.1779,0.6098,27.0583,14.43,0.099,0.098,0.098,147.132,14.537,113.339,51.183,147.115,14.48,111.467,48.629,147.098,14.369,107.329,47.156,-1.787618,-0.843138,-1.665653
ISIC_4728968,benign,0,0.1449,0.1428,0.6561,49.6281,14.243,0.095,0.095,0.094,150.539,14.364,139.017,74.746,150.475,14.271,138.757,73.945,150.458,14.203,137.85,76.109,0.054368,-0.647982,0.702906
ISIC_4730066,malignant,1,0.6457,0.296,0.2119,2.5564,21.088,0.166,0.163,0.16,129.818,21.615,113.011,55.676,130.119,21.259,117.428,56.258,130.477,20.94,114.23,56.012,-0.671626,-1.248358,-1.313579
ISIC_4730433,benign,0,0.1648,0.1447,0.6671,42.5951,44.758,0.278,0.278,0.278,161.048,44.701,115.232,88.941,161.105,44.753,115.133,86.507,161.099,44.768,117.355,92.434,0.663756,1.292079,-0.360934
ISIC_4731791,benign,0,0.108,0.1118,0.5914,34.5222,17.573,0.11,0.11,0.109,160.508,17.647,113.112,71.887,161.159,17.756,113.418,64.414,161.952,17.64,116.577,63.443,0.098801,-0.784919,-0.393373
ISIC_4732241,benign,0,0.1294,0.2185,0.7269,21.0259,33.049,0.203,0.203,0.204,161.754,32.811,132.921,71.346,161.823,32.901,135.167,68.826,161.822,32.99,136.333,66.915,-0.786378,-0.042356,0.434146
ISIC_4732684,benign,0,0.1945,0.1821,0.6596,32.9081,25.823,0.164,0.164,0.165,156.5,25.642,123.07,70.379,156.557,25.68,121.361,72.818,156.667,25.852,122.925,69.636,-1.047003,-0.001544,0.523938
ISIC_4734111,benign,0,0.2273,0.2055,0.5931,22.7506,23.313,0.151,0.151,0.15,155.224,23.44,127.073,62.548,155.326,23.396,125.836,61.421,155.457,23.304,125.49,58.26,1.256188,0.287916,-0.699063
ISIC_4734950,benign,0,0.1937,0.092,0.658,42.9376,15.045,0.104,0.104,0.104,145.064,15.038,133.939,71.434,145.021,15.02,130.821,72.18,144.948,15.048,135.546,70.913,-0.562893,0.301558,0.25896
ISIC_4735959,benign,0,0.1354,0.1157,0.6882,46.2695,6.517,0.047,0.047,0.046,139.85,6.601,137.204,59.57,139.826,6.591,133.359,57.729,139.913,6.436,134.49,62.665,-0.351502,-0.024982,0.204981
ISIC_4738636,benign,0,0.1456,0.171,0.7485,14.4736,29.309,0.181,0.181,0.183,160.549,29.099,125.84,65.997,160.624,29.141,126.734,62.961,160.758,29.345,127.115,66.062,0.43115,-0.286117,-0.667533
ISIC_4745475,benign,0,0.1279,0.1238,0.7888,21.813,38.086,0.234,0.235,0.235,162.005,37.985,108.166,62.604,162.088,38.067,108.588,62.051,162.148,38.132,109.998,65.294,-0.101036,-0.816752,-0.859037
ISIC_4746361,benign,0,0.3471,0.3897,0.5357,15.0149,22.518,0.145,0.145,0.146,153.98,22.338,124.463,64.49,154.068,22.403,123.54,63.888,154.225,22.532,120.798,63.969,0.516497,-0.182833,-0.504857
ISIC_4748605,benign,0,0.2664,0.266,0.6154,43.4068,17.332,0.107,0.107,0.106,163.161,17.515,116.213,66.574,163.161,17.469,116.691,67.916,163.074,17.285,112.023,61.182,0.315415,0.002883,-0.027531
ISIC_4750271,malignant,1,0.6922,0.5878,0.1652,2.5318,24.516,0.176,0.176,0.176,138.964,24.434,145.12,59.891,139.137,24.498,146.907,62.232,139.374,24.582,147.89,61.671,0.058937,0.09529,-0.091519
ISIC_4752144,benign,0,0.2323,0.2329,0.7309,27.9983,17.69,0.114,0.114,0.114,156.04,17.745,132.452,77.002,155.973,17.739,129.975,75.853,155.93,17.702,125.638,76.857,-0.020824,0.57775,-0.000446
ISIC_4756167,benign,0,0.0748,0.1178,0.7569,23.8044,25.648,0.163,0.164,0.164,156.72,25.574,128.686,72.924,156.801,25.684,130.277,71.167,156.885,25.696,131.359,71.931,-0.492355,-0.609239,0.059339
ISIC_4756979,benign,0,0.0928,0.1448,0.8349,13.8855,39.958,0.25,0.25,0.251,159.234,39.853,111.258,76.13,159.3,39.9,111.967,75.794,159.388,39.982,111.004,77.016,0.079004,-0.987847,-0.266084
ISIC_4762702,benign,0,0.228,0.1456,0.634,29.4398,18.936,0.13,0.13,0.13,145.63,18.932,122.209,56.162,145.703,18.948,120.992,52.078,145.887,19.01,119.266,51.596,-0.03853,-0.095509,-0.330117
ISIC_4764568,benign,0,0.1782,0.1753,0.6021,19.7908,33.554,0.207,0.21,0.207,161.305,33.381,130.582,69.158,159.627,33.516,126.619,70.122,160.294,33.176,124.571,67.64,-0.590581,0.085904,-0.97259
ISIC_4765919,benign,0,0.3386,0.2994,0.5333,13.5958,26.953,0.202,0.201,0.199,134.734,27.27,134.579,72.2,134.898,27.077,135.485,71.965,135.266,26.866,132.212,71.807,0.337083,-0.508532,0.50344
ISIC_4768512,benign,0,0.1646,0.1727,0.6322,19.0658,34.126,0.213,0.214,0.214,159.456,34.029,93.477,40.827,159.531,34.097,96.547,42.647,159.6,34.169,101.5,47.447,-0.177304,-0.577824,-0.23
ISIC_4770073,benign,0,0.4116,0.2127,0.6371,17.3203,28.836,0.189,0.189,0.19,151.346,28.679,124.882,50.678,151.589,28.658,124.438,51.822,151.872,28.878,121.871,50.992,-0.37858,-0.489854,0.417365
ISIC_4771769,benign,0,0.2,0.2202,0.4925,37.5293,30.179,0.189,0.19,0.19,159.117,30.068,125.544,42.203,159.189,30.167,123.639,43.63,159.245,30.238,118.298,40.995,0.819017,0.17817,-0.21965
